Alex,Nancy,Howard,Roman,Lucy,Dean,Zack,Matthew,Greg,Antonio,Elena,Peter,Jake,Pat,Connor,John,game outcome
present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,present,absent,absent,present,present,lose
absent,present,present,present,absent,present,absent,present,absent,present,absent,present,present,absent,present,absent,win
present,present,absent,absent,absent,absent,present,absent,present,absent,present,present,present,present,absent,absent,lose
absent,present,present,absent,absent,present,absent,present,present,present,absent,absent,absent,absent,present,absent,win
present,absent,present,present,present,absent,present,absent,present,absent,absent,absent,absent,present,absent,absent,win
present,present,absent,absent,absent,present,present,present,absent,present,present,absent,present,present,absent,present,lose
present,present,absent,present,present,present,present,present,absent,absent,present,present,absent,present,present,absent,win
present,present,absent,absent,absent,present,absent,present,present,absent,present,absent,absent,present,present,present,win
absent,absent,absent,absent,absent,present,present,present,absent,absent,present,absent,absent,absent,absent,absent,win
present,absent,absent,present,absent,present,absent,absent,absent,present,present,absent,present,absent,absent,present,lose
present,present,present,present,absent,present,absent,present,present,absent,absent,present,present,absent,present,present,lose
present,present,present,absent,present,absent,absent,present,present,absent,absent,present,absent,absent,present,present,win
present,absent,present,present,present,present,present,absent,present,absent,absent,absent,present,present,present,present,lose
present,present,present,absent,present,absent,absent,present,absent,present,absent,absent,absent,present,absent,absent,win
present,present,absent,absent,present,absent,present,absent,present,absent,present,absent,present,absent,absent,present,win
absent,present,present,present,present,present,present,absent,present,present,present,present,present,present,absent,present,lose
present,present,absent,present,present,present,absent,present,present,present,present,absent,present,absent,absent,present,win
absent,present,absent,absent,present,absent,absent,absent,present,absent,present,present,present,present,present,present,lose
absent,absent,present,present,present,present,present,present,present,present,present,absent,present,absent,absent,absent,lose
